ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000950170-24-110516	3264549	2019 Incentive RSUs		0.0	F1	26-SEP-2024				4	A	false				486.13				0.0		A			F2		F2	Class A Common Stock		486.13				56561.32				D			
0000950170-24-110514	2999940	2019 Incentive RSUs		0.0	F1	26-SEP-2024				4	A	false				159.95				0.0		A			F2		F2	Class A Common Stock		159.95				18610.27				D			
0000950170-24-110512	2634632	2019 Incentive RSUs		0.0	F1	26-SEP-2024				4	A	false				63.67				0.0		A			F2		F2	Class A Common Stock		63.67				7408.08				D			
0000950170-24-110512	2634633	2020 Incentive RSUs		0.0	F1	26-SEP-2024				4	A	false				74.32				0.0		A			F3		F3	Class A Common Stock		74.32				8646.83				D			
0000950170-24-110510	2722565	2021 Incentive RSUs		0.0	F1	26-SEP-2024				4	A	false				51.54				0.0		A			F4		F4	Class A Common Stock		51.54				5996.65				D			
0000950170-24-110510	2722566	2022 Incentive RSUs		0.0	F1	26-SEP-2024				4	A	false				65.51				0.0		A			F5		F5	Class A Common Stock		65.51				7621.84				D			
0000950170-24-110510	2722567	2023 Incentive RSUs		0.0	F1	26-SEP-2024				4	A	false				64.84				0.0		A			F6		F6	Class A Common Stock		64.84				7543.74				D			
0000950170-24-110510	2722563	2019 Incentive RSUs		0.0	F1	26-SEP-2024				4	A	false				37.63				0.0		A			F2		F2	Class A Common Stock		37.63				4378.8				D			
0000950170-24-110510	2722564	2020 Incentive RSUs		0.0	F1	26-SEP-2024				4	A	false				36.43				0.0		A			F3		F3	Class A Common Stock		36.43				4238.79				D			
0000950170-24-110508	2753549	2019 Long Term Incentive Award		0.0	F1	26-SEP-2024				4	A	false				501.92				0.0		A			F2		F2	Class A Common Stock		501.92				58398.33				D			
0001415889-24-024119	2742644	Stock Option (right to buy)		39.8		30-SEP-2024				4	M	0				123.0				0.0		D			F11	19-JUL-2027		Common Stock		123.0				7716.0				D	F8		
0001415889-24-024119	2742643	Stock Option (right to buy)		13.22		30-SEP-2024				4	M	0				181.0				0.0		D			F11	19-JUL-2027		Common Stock		181.0				11560.0				D	F8		
0001415889-24-024119	2742642	Stock Option (right to buy)		10.73		30-SEP-2024				4	M	0				181.0				0.0		D			F11	19-JUL-2027		Common Stock		181.0				11560.0				D	F8		
0001415889-24-024119	2742641	Stock Option (right to buy)		17.0		30-SEP-2024				4	M	0				434.0				0.0		D			F11	19-JUL-2027		Common Stock		434.0				27744.0				D	F8		
0001415889-24-024119	2742639	Stock Option (right to buy)		13.22		27-SEP-2024				4	M	0				345.0				0.0		D			F11	19-JUL-2027		Common Stock		345.0				11741.0				D	F8		
0001415889-24-024119	2742640	Stock Option (right to buy)		39.8		27-SEP-2024				4	M	0				234.0				0.0		D			F11	19-JUL-2027		Common Stock		234.0				7839.0				D	F8		
0001415889-24-024119	2742638	Stock Option (right to buy)		10.73		27-SEP-2024				4	M	0				345.0				0.0		D			F11	19-JUL-2027		Common Stock		345.0				11741.0				D	F8		
0001415889-24-024119	2742637	Stock Option (right to buy)		17.0		27-SEP-2024				4	M	0				828.0				0.0		D			F11	19-JUL-2027		Common Stock		828.0				28178.0				D	F8		
0000950170-24-110506	2797854	2020 Incentive RSUs		0.0	F1	26-SEP-2024				4	A	false				121.17				0.0		A			F4		F4	Class A Common Stock		121.17				14098.54				D			
0000950170-24-110506	2797857	2023 Incentive RSUs		0.0	F1	26-SEP-2024				4	A	false				275.58				0.0		A			F7		F7	Class A Common Stock		275.58				32064.24				D			
0000950170-24-110506	2797856	2022 Incentive RSUs		0.0	F1	26-SEP-2024				4	A	false				286.59				0.0		A			F6		F6	Class A Common Stock		286.59				33344.87				D			
0000950170-24-110506	2797853	2019 Incentive RSUs		0.0	F1	26-SEP-2024				4	A	false				87.83				0.0		A			F3		F3	Class A Common Stock		87.83				10218.64				D			
0000950170-24-110506	2797855	2021 Incentive RSUs		0.0	F1	26-SEP-2024				4	A	false				171.39				0.0		A			F5		F5	Class A Common Stock		171.39				19940.68				D			
0000950170-24-110506	2797852	2019 Incentive RSUs Granted in 2019 (Quarterly Awards)		0.0	F1	26-SEP-2024				4	A	false				15.12				0.0		A			F2		F2	Class A Common Stock		15.12				1759.57				D			
0001415889-24-024118	3301238	Restricted Stock Units			F3	26-SEP-2024				4	M	0				14375.0				0.0		D			F5	13-APR-2029		Class B Common Stock		14375.0				43125.0				D			
0001415889-24-024118	3301237	Restricted Stock Units			F3	26-SEP-2024				4	M	0				87500.0				0.0		D			F4	19-NOV-2027		Class B Common Stock		87500.0				0.0				D			
0001415889-24-024118	3301239	Class B Common Stock			F6	26-SEP-2024				4	M	0				101875.0					F6	A			F6		F6	Class A Common Stock		101875.0				101875.0				D			
0001415889-24-024118	3301240	Class B Common Stock			F6	26-SEP-2024				4	C	0				101875.0					F6	D			F6		F6	Class A Common Stock		101875.0				0.0				D			
0001415889-24-024117	2986524	Stock option (right to buy)		10.48		30-SEP-2024				4	M	0				40000.0				0.0		A			F3	08-OCT-2024		Common Stock		40000.0				0.0				D			
0001415889-24-024116	3088433	Class B Common Stock			F9	26-SEP-2024				4	M	0				125000.0					F9	A			F9		F9	Class A Common Stock		125000.0				125000.0				D			
0001415889-24-024116	3088434	Class B Common Stock			F9	26-SEP-2024				4	C	0				125000.0					F9	D			F9		F9	Class A Common Stock		125000.0				0.0				D			
0001415889-24-024116	3088432	Restricted Stock Units			F6	26-SEP-2024				4	M	0				12500.0				0.0		D			F8	13-APR-2029		Class B Common Stock		12500.0				37500.0				D			
0001415889-24-024116	3088431	Restricted Stock Units			F6	26-SEP-2024				4	M	0				112500.0				0.0		D			F7	30-MAR-2028		Class B Common Stock		112500.0				112500.0				D			
0000950170-24-110494	2962952	Series Y Convertible Preferred Stock			F1	26-SEP-2024				4	P	false				203583.0					F3	A		26-SEP-2024			F2	Common Stock		20358300.0	F1			780569.0				I		See footnotes	F4, F5
0001493152-24-038889	2832054	8% Unsecured Convertible Promissory Note		2.86		30-SEP-2024				4	A	0						175000.0		0.0		A		30-SEP-2024		30-SEP-2025		Series D-1 Convertible Preferred Stock	F1, F2	61147.0						2125000.0		D			
0000950170-24-110489	2684502	Stock Option (right to buy)		15.08		26-SEP-2024				4	M	false				3105.0				0.0		D			F5	22-APR-2030		Common Stock		3105.0				102802.0				D			
0000950170-24-110489	2684503	Stock Option (right to buy)		15.08		30-SEP-2024				4	M	false				3100.0				0.0		D			F5	22-APR-2030		Common Stock		3100.0				99702.0				D			
0001493152-24-038887	2966647	Series D-1 Convertible Preferred Stock			F1	30-SEP-2024				4	A	0				179592.0				0.0		A		30-SEP-2024			F2	Common Stock		1795920.0				179592.0				D			
0001493152-24-038885	2706816	Series D-1 Convertible Preferred Stock			F1	30-SEP-2024				4	A	0				117295.0				0.0		A		30-SEP-2024			F2	Common Stock		1172950.0				158618.0				D			
0001437749-24-030292	2822073	Warrant (right to buy)		11.0		24-SEP-2024				4	X	0	F1			620.0					F2, F1	D		03-JUL-2024		03-JUL-2029		Common Stock		620.0				1.0				I		Immediate Family Member 1	
0001437749-24-030292	2822070	Warrant (right to buy)		11.0		24-SEP-2024				4	X	0	F1			1500.0					F2, F1	D		03-JUL-2024		03-JUL-2029		Common Stock		1500.0				0.0				D		Spouse	
0001437749-24-030292	2822071	Warrant (right to buy)		11.0		24-SEP-2024				4	X	0	F1			1500.0					F2, F1	D		03-JUL-2024		03-JUL-2029		Common Stock		1500.0				0.0				D		Spouse	
0001437749-24-030292	2822072	Warrant (right to buy)		11.0		24-SEP-2024				4	X	0	F1			620.0					F2, F1	D		03-JUL-2024		03-JUL-2029		Common Stock		620.0				1.0				I		Immediate Family Member 1	
0001437749-24-030292	2822079	Warrant (right to buy)		11.0		24-SEP-2024				4	X	0	F1			161.0					F2, F1	D		03-JUL-2024		03-JUL-2029		Common Stock		161.0				0.0				I			
0001437749-24-030292	2822074	Warrant (right to buy)		11.0		24-SEP-2024				4	X	0	F1			161.0					F2, F1	D		03-JUL-2024		03-JUL-2029		Common Stock		161.0				0.0				I		Immediate Family Member 2	
0001437749-24-030292	2822075	Warrant (right to buy)		11.0		24-SEP-2024				4	X	0	F1			161.0					F2, F1	D		03-JUL-2024		03-JUL-2029		Common Stock		161.0				0.0				I		Immediate Family Member 2	
0001437749-24-030292	2822076	Warrant (right to buy)		11.0		24-SEP-2024				4	X	0	F1			161.0					F2, F1	D		03-JUL-2024		03-JUL-2029		Common Stock		161.0				0.0				I		Immediate Family Member 3	
0001437749-24-030292	2822077	Warrant (right to buy)		11.0		24-SEP-2024				4	X	0	F1			161.0					F2, F1	D		03-JUL-2024		03-JUL-2029		Common Stock		161.0				0.0				I		Immediate Family Member 3	
0001437749-24-030292	2822078	Warrant (right to buy)		11.0		24-SEP-2024				4	X	0	F1			161.0					F2, F1	D		03-JUL-2024		03-JUL-2029		Common Stock		161.0				0.0				I			
0000110471-24-000153	2652988	Stock Options (Right to Buy)		16.51		26-SEP-2024				4	M	0				7706.0				0.0		D		10-FEB-2017		09-FEB-2026		Common Stock		7706.0				0.0				D			
0001493152-24-038881	2926908	Series D-1 Convertible Preferred Stock			F1	30-SEP-2024				4	A	0				196250.0				0.0		A		30-SEP-2024			F2	Common Stock		1962500.0				1337876.0				D			
0001493152-24-038879	2686199	Series D-1 Convertible Preferred Stock			F1	30-SEP-2024				4	A	0				168367.0				0.0		A		30-SEP-2024			F2	Common Stock		1683670.0				1611339.0				D			
0001127602-24-024579	2883714	Non-Qualified Stock Option (Right to Buy)		6.67		30-SEP-2024				4	M	0				5000.0				0.0		D		23-MAR-2016		23-FEB-2026		Common Stock		5000.0				74727.0				D			
0001415889-24-024110	3267212	Class B Common Stock			F3	28-SEP-2024				4	M	0				1560.0				0.0		A			F3		F3	Class A Common Stock		1560.0				76559.0				D			
0001415889-24-024110	3267211	Restricted Stock Units			F1	28-SEP-2024				4	M	0				1560.0				0.0		D			F2	04-AUG-2031		Class B Common Stock		1560.0				17190.0				D			
0001437958-24-000127	2783249	Stock Options		14.91		30-SEP-2024				4	M	0				8000.0				0.0		D		22-JAN-2020	F3	22-JAN-2029		Common Stock		8000.0				13965.0				D			
0001104659-24-104443	2693262	Stock Options (option to buy)		6.81		26-SEP-2024				4	A	0				34900.0				0.0		A			F1	26-SEP-2034		Common Stock, par value $0.0001		34900.0				34900.0				D			
0001104659-24-104442	2642953	Stock Options (option to buy)		6.81		26-SEP-2024				4	A	0				34900.0				0.0		A			F1	26-SEP-2034		Common Stock, par value $0.0001		34900.0				34900.0				D			
0001104659-24-104441	2869350	Stock Options (option to buy)		6.81		26-SEP-2024				4	A	0				34900.0				0.0		A			F1	26-SEP-2034		Common Stock, par value $0.0001		34900.0				34900.0				D			
0001104659-24-104440	3096556	Stock Options (option to buy)		6.81		26-SEP-2024				4	A	0				34900.0				0.0		A			F1	26-SEP-2034		Common Stock, par value $0.0001		34900.0				34900.0				D			
0001104659-24-104439	2870865	Stock Options (option to buy)		6.81		26-SEP-2024				4	A	0				34900.0				0.0		A			F1	26-SEP-2034		Common Stock, par value $0.0001		34900.0				34900.0				D			
0001104659-24-104438	3195388	Stock Options (option to buy)		6.81		26-SEP-2024				4	A	0				34900.0				0.0		A			F1	26-SEP-2034		Common Stock, par value $0.0001		34900.0				34900.0				D			
0001104659-24-104437	2679132	Stock Options (option to buy)		6.81		26-SEP-2024				4	A	0				34900.0				0.0		A			F1	26-SEP-2034		Common Stock, par value $0.0001		34900.0				34900.0				D			
0000350894-24-000122	2730090	Option to Purchase Common Stock		40.64		30-SEP-2024				4	M	0				10500.0					F1	D		31-DEC-2017		09-DEC-2024		Common Stock		10500.0				0.0				D			
0001744489-24-000240	2764384	Restricted Stock Unit			F2	28-SEP-2024				4	M	0				45.0				0.0		D			F1		F1	Disney Common Stock		45.0				45.0				D			
0001601830-24-000161	2970036	Stock Option (Right to Buy)		1.06		26-SEP-2024				4	M	0	F1			0.0				0.0		D			F3	22-JUL-2028		Class A Common Stock		6000.0				458000.0				D			
0001225208-24-008879	3246567	Phantom Stock			F1	30-SEP-2024				4	A	0				1181.82				27.5		A			F1		F1	Common Stock		1181.82				24424.6				D			
0001415889-24-024099	2979415	Employee Stock Option (right to buy)		1.25		27-SEP-2024				4	M	0	F1			7277.0				0.0		D			F5	28-NOV-2024		Common Stock		7277.0				156145.0				D			
0001415889-24-024099	2979416	Employee Stock Option (right to buy)		1.25		30-SEP-2024				4	M	0	F1			1675.0				0.0		D			F5	28-NOV-2024		Common Stock		1675.0				154470.0				D			
0001415889-24-024099	2979414	Employee Stock Option (right to buy)		1.25		26-SEP-2024				4	M	0	F1			652.0				0.0		D			F5	28-NOV-2024		Common Stock		652.0				163422.0				D			
0001562180-24-007015	3093630	Stock Options (Right to Buy)		45.96		26-SEP-2024				4	A	false				53435.0	F2			0.0		A		26-SEP-2025		26-SEP-2034		Common Stock		53435.0				53435.0				D			
0001562180-24-007014	2886077	Stock Options (Right to Buy)		45.96		26-SEP-2024				4	A	false				4206.0	F2			0.0		A		26-SEP-2025		26-SEP-2034		Common Stock		4206.0				4206.0				D			
0001562180-24-007013	2808736	Stock Options (Right to Buy)		45.96		26-SEP-2024				4	A	false				6554.0	F2			0.0		A		26-SEP-2025		26-SEP-2034		Common Stock		6554.0				6554.0				D			
0001562180-24-007012	3044977	Stock Options (Right to Buy)		45.96		26-SEP-2024				4	A	false				6519.0	F2			0.0		A		26-SEP-2025		26-SEP-2034		Common Stock		6519.0				6519.0				D			
0001562180-24-007011	3291615	Stock Options (Right to Buy)		45.96		26-SEP-2024				4	A	false				14778.0	F2			0.0		A		26-SEP-2025		26-SEP-2034		Common Stock		14778.0				14778.0				D			
0001562180-24-007010	2949522	Stock Options (Right to Buy)		45.96		26-SEP-2024				4	A	false				6730.0	F2			0.0		A		26-SEP-2025		26-SEP-2034		Common Stock		6730.0				6730.0				D			
0001562180-24-007009	2856704	Stock Options (Right to Buy)		45.96		26-SEP-2024				4	A	false				7171.0	F2			0.0		A		26-SEP-2025		26-SEP-2034		Common Stock		7171.0				7171.0				D			
0001562180-24-007008	3275983	Stock Options (Right to Buy)		45.96		26-SEP-2024				4	A	false				5994.0	F2			0.0		A		26-SEP-2025		26-SEP-2034		Common Stock		5994.0				5994.0				D			
0001562180-24-007007	3255438	Stock Options (Right to Buy)		45.96		26-SEP-2024				4	A	false				9639.0	F2			0.0		A		26-SEP-2025		26-SEP-2034		Common Stock		9639.0				9639.0				D			
0001562180-24-007006	2687312	Stock Options (Right to buy)		45.96		26-SEP-2024				4	A	false				4206.0	F2			0.0		A		26-SEP-2025		26-SEP-2034		Common Stock		4206.0				4206.0				D			
0000950170-24-110465	3017888	Stock Option (right to buy)		1.41		27-SEP-2024				4	A	false				1000.0				0.0		A			F1	27-SEP-2034		Common Stock		1000.0				1000.0				D			
0000950170-24-110461	2734302	Stock Option (right to buy)		1.41		27-SEP-2024				4	A	false				1000.0				0.0		A			F1	27-SEP-2034		Common Stock		1000.0				1000.0				D			
0000950170-24-110457	2994458	Stock Option (right to buy)		1.41		27-SEP-2024				4	A	false				1000.0				0.0		A			F1	27-SEP-2034		Common Stock		1000.0				1000.0				D			
0000950170-24-110456	2926456	Stock Option (right to buy)		1.41		27-SEP-2024				4	A	false				1000.0				0.0		A			F1	27-SEP-2034		Common Stock		1000.0				1000.0				D			
0000950170-24-110454	2889270	Stock Option (right to buy)		1.41		27-SEP-2024				4	A	false				1000.0				0.0		A			F1	27-SEP-2034		Common Stock		1000.0				1000.0				D			
0000899140-24-001042	3232607	Pre-Funded Warrants		0.0		26-SEP-2024				4	X	0				148210.0				0.0		D		11-AUG-2023			F7	Common Stock		576347.0	F6			428137.0				I	F1	See footnotes	F1, F6
0000899140-24-001042	3232605	Pre-Funded Warrants		0.0		26-SEP-2024				4	X	0				1219970.0				0.0		D		11-AUG-2023			F7	Common Stock		4605000.0	F4			3385030.0				I	F1	See footnotes	F4, F1
0000899140-24-001042	3232604	Common Warrants		3.86		26-SEP-2024				4	X	0				4605000.0				0.0		D		11-AUG-2023		11-AUG-2028		Common Stock		4605000.0	F3			0.0				I	F1	See footnotes	F3, F1
0000899140-24-001042	3232603	Series 2 Common Warrants		1.93		26-SEP-2024				4	X	0				10000000.0				0.0		D		09-DEC-2022		09-DEC-2027		Common Stock		588236.0	F2			0.0				I	F1	See footnotes	F1, F2
0000899140-24-001042	3232606	Common Warrants		3.86		26-SEP-2024				4	X	0				576347.0				0.0		D		11-AUG-2023		11-AUG-2028		Common Stock		576347.0	F5			0.0				I	F1	See footnotes	F5, F1
0001415889-24-024095	3064779	Restricted Stock Right			F3	26-SEP-2024				4	M	0				21055.0				0.0		D			F3	15-SEP-2024		Common Stock		21055.0				0.0				D			
0001070235-24-000126	3014454	Restricted Share Units			F1	28-SEP-2024				4	M	0				26720.0					F1	D			F5		F5	Common Shares		26720.0				26720.0				D			
0000950170-24-110416	2839666	Stock option (Right to Buy)		15.29		26-SEP-2024				4	M	false				25000.0				0.0		D			F3	26-FEB-2031		Common Stock		25000.0				89000.0				D			
0001562180-24-006988	2688339	Class B Common Stock			F10	27-SEP-2024				4	C	false				132036.0				0.0		D			F10		F10	Class A Common Stock		132036.0				69866794.0				I		See foonote	F2
0001562180-24-006988	2688338	Class B Common Stock			F10	26-SEP-2024				4	C	false				28012.0				0.0		D			F10		F10	Class A Common Stock		28012.0				69998830.0				I		See foonote	F2
0001817358-24-000182	3195991	Restricted Stock Units	F2		F1	30-SEP-2024				4	M	0				1243.0				0.0		D			F3	30-MAR-2032		Common Stock		1243.0				23958.0				D			
0001817358-24-000182	3195992	Restricted Stock Units	F2		F1	30-SEP-2024				4	M	0				1274.0				0.0		D			F4	31-MAR-2031		Common Stock		1274.0				5096.0				D			
0001944048-24-000145	3242417	Deferred Share Units	F1		F2	30-SEP-2024				4	A	0				1151.0				21.72		A			F2		F2	Common Stock		1151.0				21102.23	F3			D			
0001443984-24-000227	2698931	Phantom Stock			F1	26-SEP-2024				4	A	0				1085.67				83.2		A			F2		F2	Common Shares		1085.67				202135.21				D			
0001614178-24-000114	3257223	Restricted Stock Unit			F1	30-SEP-2024				4	M	0				20790.0				0.0		D			F4		F4	Common Stock		20790.0				20790.0				D	F3		
0001104659-24-104321	3231822	Options (Rights to Buy)		2.01		27-SEP-2024				4	M	0				1764.0				0.0		D			F4	04-JAN-2028		Common Stock		1764.0				312512.0				D			
0001104659-24-104321	3231821	Options (Rights to Buy)		2.01		26-SEP-2024				4	M	0				1764.0				0.0		D			F4	04-JAN-2028		Common Stock		1764.0				314276.0				D			
0001578563-24-000426	2913484	Stock Option (Right to Buy)		2.78		26-SEP-2024				4	A	0				1600000.0				0.0		A			F1	25-SEP-2034		Class A Common Stock		1600000.0				1600000.0				D			
0001679788-24-000172	2687190	Employee Stock Option (right to buy)		26.26		25-SEP-2024				4	M	0	F1			10000.0				0.0		D			F8	20-SEP-2030		Class A Common Stock		10000.0				261722.0				D			
0001929561-24-000116	2858756	Restricted Stock Unit			F2	26-SEP-2024				4	M	0				32064.0				0.0		D			F3		F3	Common Stock		32064.0				275024.0				D			
0001758766-24-000168	3253523	Restricted Stock Unit		0.0		26-SEP-2024				4	M	0				6089.0				0.0		D			F1		F1	Common Stock, Par Value $0.0001 Per Share		6089.0				277573.0				D			
0001578563-24-000424	2863602	Stock Option (Right to Buy)		2.78		26-SEP-2024				4	A	0				1600000.0				0.0		A			F1	25-SEP-2034		Class A Common Stock		1600000.0				1600000.0				D			
0001127602-24-024574	3003153	Phantom Stock-d	F1		F2	27-SEP-2024				4	A	0				576.14				82.45	F4	A			F3		F3	Common Stock		576.14				34541.23				D			
0001127602-24-024573	3011740	Phantom Stock-d	F1		F2	27-SEP-2024				4	A	0				257.75				82.45	F4	A			F3		F3	Common Stock		257.75				6575.94				D			
0001439222-24-000129	2901919	Restricted stock units			F3	26-SEP-2024				4	M	0				7473.0				0.0		D			F4		F4	Common stock		7473.0				7472.0				D			
0001415889-24-024090	3108214	Stock Option (right to buy)		2.93		26-SEP-2024				4	M	0	F1			3000.0				0.0		D			F3	14-JUL-2027		Common Stock		3000.0				4396.0				D			
0001127602-24-024572	2635927	Stock Option (Right to Buy)		14.0		27-SEP-2024				4	M	0	F1			2615.0				0.0		D			F2	16-OCT-2026		Common Stock		2615.0				45665.0				D			
0001127602-24-024572	2635926	Stock Option (Right to Buy)		14.0		27-SEP-2024				4	M	0	F1			3033.0				0.0		D			F2	29-MAR-2025		Common Stock		3033.0				39643.0				D			
0001578563-24-000422	3064255	Stock Option (Right to Buy)		2.78		26-SEP-2024				4	A	0				1600000.0				0.0		A			F1	25-SEP-2034		Class A Common Stock		1600000.0				1600000.0				D			
0000707388-24-000145	2964547	Restricted Stock Unit			F2, F3	23-AUG-2024				4	M	0				400.0	F1				F2	D		23-AUG-2024			F6	Common Stock		400.0	F1			0.0				D			
0001415889-24-024089	2665137	Stock Option		24.0		27-SEP-2024				4	M	0				200.0				0.0		D			F3	18-AUG-2030		Common Stock		200.0				86714.0				D			
0000707388-24-000143	2668603	Restricted Stock Unit			F2, F3	23-AUG-2024				4	M	0				1667.0	F1				F2	D		23-AUG-2024			F6	Common Stock		1667.0	F1			0.0				D			
0000746598-24-000097	2688609	Stock Option		35.14		27-SEP-2024				4	M	0				21128.0				0.0		D			F1	23-SEP-2026		Class A Common Stock		21128.0				2448.0				D			
0001765814-24-000031	3103265	Restricted Stock Units	F3, F1	0.0		26-SEP-2024				4	A	0				9197.0	F2			0.0		A			F2		F2	Common Stock		9197.0	F2			9197.0				D			
0000950170-24-110300	2998908	PUT Option (Obligation to Buy)		15.0		27-SEP-2024				4	X	false				21320.0				0.0		D		28-AUG-2023		17-JAN-2025		Common Stock		21320.0				20060.0				I		By Corcaigh LLC	
0000950170-24-110300	2998906	PUT Option (Obligation to Buy)		15.0		27-SEP-2024				4	X	false				25780.0				0.0		D		12-APR-2024		16-JAN-2026		Common Stock		25780.0				5500.0				I		By Shiraz Capital, LLC	
0000950170-24-110300	2998909	PUT Option (Obligation to Buy)		15.0		27-SEP-2024				4	X	false				3780.0				0.0		D		12-APR-2024		16-JAN-2026		Common Stock		3780.0				30000.0				I		By Crescent River LLC	
0000950170-24-110300	2998910	PUT Option (Obligation to Buy)		15.0		27-SEP-2024				4	X	false				30000.0				0.0		D		10-APR-2024		16-JAN-2026		Common Stock		30000.0				0.0				I		By Crescent River LLC	
0000950170-24-110300	2998911	PUT Option (Obligation to Buy)		15.0		27-SEP-2024				4	X	false				3060.0				0.0		D		24-APR-2024		16-JAN-2026		Common Stock		3060.0				30000.0				I		By Elstead 2020 GRAT	
0000950170-24-110300	2998912	PUT Option (Obligation to Buy)		15.0		27-SEP-2024				4	X	false				1450.0				0.0		D		08-APR-2024		16-JAN-2026		Common Stock		1450.0				28550.0				I		By Elstead 2020 GRAT	
0000950170-24-110300	2998907	PUT Option (Obligation to Buy)		15.0		27-SEP-2024				4	X	false				26690.0				0.0		D		22-AUG-2023		17-JAN-2025		Common Stock		26690.0				41380.0				I		By Corcaigh LLC	
0001225208-24-008871	3146304	Phantom Units		0.0	F1	27-SEP-2024				4	A	0				97.94				80.09		A			F2		F2	Common Stock		97.94				20184.35	F3			D			
0001225208-24-008870	2905206	Phantom Units		0.0	F2	27-SEP-2024				4	A	0				26.28				80.09		A			F3		F3	Common Stock		26.28				4002.27	F4			D			
